State,Cancer Type,Mortality Rate
Texas,Kidney and renal pelvis / Male,6.4
Texas,Larynx / Both sexes combined,1.1
Texas,Larynx / Female,0.3
Texas,Larynx / Male,2
Texas,Leukemia / Both sexes combined,6.8
Texas,Leukemia / Female,5.1
Texas,Leukemia / Male,9
Texas,Liver and intrahepatic bile duct / Both sexes combined,8
Texas,Liver and intrahepatic bile duct / Female,4.7
Texas,Liver and intrahepatic bile duct / Male,11.8
Texas,Lung and bronchus / Both sexes combined,40.6
Texas,Lung and bronchus / Female,31.7
Texas,Lung and bronchus / Male,52.2
Texas,Melanoma of the skin / Both sexes combined,2.3
Texas,Melanoma of the skin / Female,1.3
Texas,Melanoma of the skin / Male,3.6
Texas,Myeloma / Both sexes combined,3.3
Texas,Myeloma / Female,2.6
Texas,Myeloma / Male,4.1
Texas,Non-Hodgkin lymphoma / Both sexes combined,5.7
Texas,Non-Hodgkin lymphoma / Female,4.4
Texas,Non-Hodgkin lymphoma / Male,7.4
Texas,Oral cavity and pharynx / Both sexes combined,2.6
Texas,Oral cavity and pharynx / Female,1.3
Texas,Oral cavity and pharynx / Male,4.1
Texas,Ovary / Both sexes combined,6.8
Texas,Ovary / Female,6.8
Texas,Ovary / Male,n/a
Texas,Pancreas / Both sexes combined,10.2
Texas,Pancreas / Female,9
Texas,Pancreas / Male,11.7
Texas,Prostate / Both sexes combined,18.7
Texas,Prostate / Female,n/a
Texas,Prostate / Male,18.7
Texas,Stomach / Both sexes combined,3.7
Texas,Stomach / Female,2.7
Texas,Stomach / Male,4.9
Texas,Testis / Both sexes combined,0.3
Texas,Testis / Female,n/a
Texas,Testis / Male,0.3
Texas,Thyroid / Both sexes combined,0.5
Texas,Thyroid / Female,0.5
Texas,Thyroid / Male,0.6
Texas,Urinary bladder / Both sexes combined,3.7
Texas,Urinary bladder / Female,1.8
Texas,Urinary bladder / Male,6.5
Texas,Uterine corpus / Both sexes combined,3.9
Texas,Uterine corpus / Female,3.9
Texas,Uterine corpus / Male,n/a
Utah,All cancer types combined / Both sexes combined,128.5
Utah,All cancer types combined / Female,111.2
Utah,All cancer types combined / Male,151
Utah,Brain and other nervous system / Both sexes combined,4.4
Utah,Brain and other nervous system / Female,3.5
Utah,Brain and other nervous system / Male,5.5
Utah,Breast / Both sexes combined,20.8 
Utah,Breast / Female,20.8
Utah,Breast / Male,n/a
Utah,Cervix / Both sexes combined,1.3
Utah,Cervix / Female,1.3
Utah,Cervix / Male,n/a
Utah,Colorectum / Both sexes combined,11.3
Utah,Colorectum / Female,9.7
Utah,Colorectum / Male,13
Utah,Esophagus / Both sexes combined,3.2
Utah,Esophagus / Female,1
Utah,Esophagus / Male,5.6
Utah,Hodgkin lymphoma / Both sexes combined,0.3
Utah,Hodgkin lymphoma / Female,0.2
Utah,Hodgkin lymphoma / Male,0.3
Utah,Kidney and renal pelvis / Both sexes combined,3.6
Utah,Kidney and renal pelvis / Female,2.2
Utah,Kidney and renal pelvis / Male,5.2
Utah,Larynx / Both sexes combined,0.3
Utah,Larynx / Female,.0001
Utah,Larynx / Male,0.5
Utah,Leukemia / Both sexes combined,6.4
Utah,Leukemia / Female,5.1
Utah,Leukemia / Male,8
Utah,Liver and intrahepatic bile duct / Both sexes combined,4.7
Utah,Liver and intrahepatic bile duct / Female,3.4
Utah,Liver and intrahepatic bile duct / Male,6.2
Utah,Lung and bronchus / Both sexes combined,20
Utah,Lung and bronchus / Female,16.2
Utah,Lung and bronchus / Male,24.6
Utah,Melanoma of the skin / Both sexes combined,3.6
Utah,Melanoma of the skin / Female,1.9
Utah,Melanoma of the skin / Male,5.6
Utah,Myeloma / Both sexes combined,3.3
Utah,Myeloma / Female,2.5
Utah,Myeloma / Male,4.4
Utah,Non-Hodgkin lymphoma / Both sexes combined,5.6
Utah,Non-Hodgkin lymphoma / Female,4.7
Utah,Non-Hodgkin lymphoma / Male,6.8
Utah,Oral cavity and pharynx / Both sexes combined,1.7
Utah,Oral cavity and pharynx / Female,1.2
Utah,Oral cavity and pharynx / Male,2.4
Utah,Ovary / Both sexes combined,7.7
Utah,Ovary / Female,7.7
Utah,Ovary / Male,n/a
Utah,Pancreas / Both sexes combined,9.9
Utah,Pancreas / Female,8.6
Utah,Pancreas / Male,11.4
Utah,Prostate / Both sexes combined,22.1
Utah,Prostate / Female,n/a
Utah,Prostate / Male,22.1
Utah,Stomach / Both sexes combined,2
Utah,Stomach / Female,1.5
Utah,Stomach / Male,2.6
Utah,Testis / Both sexes combined,0.1
Utah,Testis / Female,n/a
Utah,Testis / Male,0.1
Utah,Thyroid / Both sexes combined,0.5
Utah,Thyroid / Female,0.4
Utah,Thyroid / Male,0.7
Utah,Urinary bladder / Both sexes combined,3.9
Utah,Urinary bladder / Female,1.7
Utah,Urinary bladder / Male,6.7
Utah,Uterine corpus / Both sexes combined,4.1
Utah,Uterine corpus / Female,4.1
Utah,Uterine corpus / Male,n/a
Vermont,All cancer types combined / Both sexes combined,170.8
Vermont,All cancer types combined / Female,147
Vermont,All cancer types combined / Male,202.5
Vermont,Brain and other nervous system / Both sexes combined,5.6
Vermont,Brain and other nervous system / Female,4.2
Vermont,Brain and other nervous system / Male,7.1
Vermont,Breast / Both sexes combined,18.6 
Vermont,Breast / Female,18.6
Vermont,Breast / Male,n/a
Vermont,Cervix / Both sexes combined,1.2
Vermont,Cervix / Female,1.2
Vermont,Cervix / Male,n/a
Vermont,Colorectum / Both sexes combined,14.2
Vermont,Colorectum / Female,12.7
Vermont,Colorectum / Male,15.8
Vermont,Esophagus / Both sexes combined,5.2
Vermont,Esophagus / Female,2.1
Vermont,Esophagus / Male,8.8
Vermont,Hodgkin lymphoma / Both sexes combined,0.6
Vermont,Hodgkin lymphoma / Female,.0001
Vermont,Hodgkin lymphoma / Male,0.8
Vermont,Kidney and renal pelvis / Both sexes combined,3.3
Vermont,Kidney and renal pelvis / Female,2
Vermont,Kidney and renal pelvis / Male,4.8
Vermont,Larynx / Both sexes combined,1.2
Vermont,Larynx / Female,0.5
Vermont,Larynx / Male,2
Vermont,Leukemia / Both sexes combined,6.8
Vermont,Leukemia / Female,4.8
Vermont,Leukemia / Male,9.5
Vermont,Liver and intrahepatic bile duct / Both sexes combined,4.5
Vermont,Liver and intrahepatic bile duct / Female,2.3
Vermont,Liver and intrahepatic bile duct / Male,7
Vermont,Lung and bronchus / Both sexes combined,47.1
Vermont,Lung and bronchus / Female,41.5
Vermont,Lung and bronchus / Male,54.3
Vermont,Melanoma of the skin / Both sexes combined,2.6
Vermont,Melanoma of the skin / Female,2
Vermont,Melanoma of the skin / Male,3.4
Vermont,Myeloma / Both sexes combined,2.9
Vermont,Myeloma / Female,2
Vermont,Myeloma / Male,4.1
Vermont,Non-Hodgkin lymphoma / Both sexes combined,6
Vermont,Non-Hodgkin lymphoma / Female,4.4
Vermont,Non-Hodgkin lymphoma / Male,8
Vermont,Oral cavity and pharynx / Both sexes combined,2.9
Vermont,Oral cavity and pharynx / Female,1.6
Vermont,Oral cavity and pharynx / Male,4.3
Vermont,Ovary / Both sexes combined,8
Vermont,Ovary / Female,8
Vermont,Ovary / Male,n/a
Vermont,Pancreas / Both sexes combined,11.2
Vermont,Pancreas / Female,10
Vermont,Pancreas / Male,12.7
Vermont,Prostate / Both sexes combined,21.1
Vermont,Prostate / Female,n/a
Vermont,Prostate / Male,21.1
Vermont,Stomach / Both sexes combined,2.5
Vermont,Stomach / Female,1.4
Vermont,Stomach / Male,3.9
Vermont,Testis / Both sexes combined,.0001
Vermont,Testis / Female,n/a
Vermont,Testis / Male,.0001
Vermont,Thyroid / Both sexes combined,0.5
Vermont,Thyroid / Female,0.5
Vermont,Thyroid / Male,.0001
Vermont,Urinary bladder / Both sexes combined,5.7
Vermont,Urinary bladder / Female,3.2
Vermont,Urinary bladder / Male,9.2
Vermont,Uterine corpus / Both sexes combined,5.6
Vermont,Uterine corpus / Female,5.6
Vermont,Uterine corpus / Male,n/a
Virginia,All cancer types combined / Both sexes combined,166.2
Virginia,All cancer types combined / Female,141.3
Virginia,All cancer types combined / Male,201.9
Virginia,Brain and other nervous system / Both sexes combined,4
Virginia,Brain and other nervous system / Female,3.5
Virginia,Brain and other nervous system / Male,4.7
Virginia,Breast / Both sexes combined,21.9 
Virginia,Breast / Female,21.9
Virginia,Breast / Male,n/a
Virginia,Cervix / Both sexes combined,1.8
Virginia,Cervix / Female,1.8
Virginia,Cervix / Male,n/a
Virginia,Colorectum / Both sexes combined,14.2
Virginia,Colorectum / Female,12
Virginia,Colorectum / Male,17
Virginia,Esophagus / Both sexes combined,4
Virginia,Esophagus / Female,1.5
Virginia,Esophagus / Male,7.2
Virginia,Hodgkin lymphoma / Both sexes combined,0.3
Virginia,Hodgkin lymphoma / Female,0.2
Virginia,Hodgkin lymphoma / Male,0.4
Virginia,Kidney and renal pelvis / Both sexes combined,3.6
Virginia,Kidney and renal pelvis / Female,2.2
Virginia,Kidney and renal pelvis / Male,5.4
Virginia,Larynx / Both sexes combined,1
Virginia,Larynx / Female,0.3
Virginia,Larynx / Male,1.9
Virginia,Leukemia / Both sexes combined,6.3
Virginia,Leukemia / Female,4.6
Virginia,Leukemia / Male,8.6
Virginia,Liver and intrahepatic bile duct / Both sexes combined,5.6
Virginia,Liver and intrahepatic bile duct / Female,3.3
Virginia,Liver and intrahepatic bile duct / Male,8.4
Virginia,Lung and bronchus / Both sexes combined,45.5
Virginia,Lung and bronchus / Female,36.5
Virginia,Lung and bronchus / Male,57.4
Virginia,Melanoma of the skin / Both sexes combined,2.8
Virginia,Melanoma of the skin / Female,1.7
Virginia,Melanoma of the skin / Male,4.2
Virginia,Myeloma / Both sexes combined,3.6
Virginia,Myeloma / Female,2.9
Virginia,Myeloma / Male,4.6
Virginia,Non-Hodgkin lymphoma / Both sexes combined,5.7
Virginia,Non-Hodgkin lymphoma / Female,4.4
Virginia,Non-Hodgkin lymphoma / Male,7.5
Virginia,Oral cavity and pharynx / Both sexes combined,2.4
Virginia,Oral cavity and pharynx / Female,1.3
Virginia,Oral cavity and pharynx / Male,3.6
Virginia,Ovary / Both sexes combined,7.6
Virginia,Ovary / Female,7.6
Virginia,Ovary / Male,n/a
Virginia,Pancreas / Both sexes combined,10.9
Virginia,Pancreas / Female,9.4
Virginia,Pancreas / Male,12.9
Virginia,Prostate / Both sexes combined,21
Virginia,Prostate / Female,n/a
Virginia,Prostate / Male,21
Virginia,Stomach / Both sexes combined,3
Virginia,Stomach / Female,2.2
Virginia,Stomach / Male,4.2
Virginia,Testis / Both sexes combined,0.2
Virginia,Testis / Female,n/a
Virginia,Testis / Male,0.2
Virginia,Thyroid / Both sexes combined,0.5
Virginia,Thyroid / Female,0.4
Virginia,Thyroid / Male,0.6
Virginia,Urinary bladder / Both sexes combined,4.3
Virginia,Urinary bladder / Female,2.2
Virginia,Urinary bladder / Male,7.4
Virginia,Uterine corpus / Both sexes combined,4.7
Virginia,Uterine corpus / Female,4.7
Virginia,Uterine corpus / Male,n/a
Washington,All cancer types combined / Both sexes combined,161.7
Washington,All cancer types combined / Female,140.1
Washington,All cancer types combined / Male,191.4
Washington,Brain and other nervous system / Both sexes combined,5
Washington,Brain and other nervous system / Female,4.1
Washington,Brain and other nervous system / Male,6
Washington,Breast / Both sexes combined,20.1 
Washington,Breast / Female,20.1
Washington,Breast / Male,n/a
Washington,Cervix / Both sexes combined,1.7
Washington,Cervix / Female,1.7
Washington,Cervix / Male,n/a
Washington,Colorectum / Both sexes combined,13
Washington,Colorectum / Female,11.2
Washington,Colorectum / Male,15.2
Washington,Esophagus / Both sexes combined,4.3
Washington,Esophagus / Female,1.7
Washington,Esophagus / Male,7.4
Washington,Hodgkin lymphoma / Both sexes combined,0.3
Washington,Hodgkin lymphoma / Female,0.3
Washington,Hodgkin lymphoma / Male,0.3
Washington,Kidney and renal pelvis / Both sexes combined,3.9
Washington,Kidney and renal pelvis / Female,2.4
Washington,Kidney and renal pelvis / Male,5.7
Washington,Larynx / Both sexes combined,0.9
Washington,Larynx / Female,0.4
Washington,Larynx / Male,1.5
Washington,Leukemia / Both sexes combined,6.7
Washington,Leukemia / Female,5.1
Washington,Leukemia / Male,8.8
Washington,Liver and intrahepatic bile duct / Both sexes combined,6.6
Washington,Liver and intrahepatic bile duct / Female,4
Washington,Liver and intrahepatic bile duct / Male,9.5
Washington,Lung and bronchus / Both sexes combined,42.2
Washington,Lung and bronchus / Female,36.3
Washington,Lung and bronchus / Male,49.9
Washington,Melanoma of the skin / Both sexes combined,2.9
Washington,Melanoma of the skin / Female,1.8
Washington,Melanoma of the skin / Male,4.2
Washington,Myeloma / Both sexes combined,3.3
Washington,Myeloma / Female,2.7
Washington,Myeloma / Male,4.1
Washington,Non-Hodgkin lymphoma / Both sexes combined,6.2
Washington,Non-Hodgkin lymphoma / Female,4.8
Washington,Non-Hodgkin lymphoma / Male,7.9
Washington,Oral cavity and pharynx / Both sexes combined,2.8
Washington,Oral cavity and pharynx / Female,1.9
Washington,Oral cavity and pharynx / Male,4
Washington,Ovary / Both sexes combined,8
Washington,Ovary / Female,8
Washington,Ovary / Male,n/a
Washington,Pancreas / Both sexes combined,10.9
Washington,Pancreas / Female,9.8
Washington,Pancreas / Male,12.3
Washington,Prostate / Both sexes combined,20.4
Washington,Prostate / Female,n/a
Washington,Prostate / Male,20.4
Washington,Stomach / Both sexes combined,2.8
Washington,Stomach / Female,1.9
Washington,Stomach / Male,4
Washington,Testis / Both sexes combined,0.2
Washington,Testis / Female,n/a
Washington,Testis / Male,0.2
Washington,Thyroid / Both sexes combined,0.5
Washington,Thyroid / Female,0.5
Washington,Thyroid / Male,0.5
Washington,Urinary bladder / Both sexes combined,4.9
Washington,Urinary bladder / Female,2.3
Washington,Urinary bladder / Male,8.4
Washington,Uterine corpus / Both sexes combined,4.3
Washington,Uterine corpus / Female,4.3
Washington,Uterine corpus / Male,n/a
West Virginia,All cancer types combined / Both sexes combined,194.4
West Virginia,All cancer types combined / Female,163.3
West Virginia,All cancer types combined / Male,236.7
West Virginia,Brain and other nervous system / Both sexes combined,4.3
West Virginia,Brain and other nervous system / Female,3.6
West Virginia,Brain and other nervous system / Male,5.2
West Virginia,Breast / Both sexes combined,22.1 
West Virginia,Breast / Female,22.1
West Virginia,Breast / Male,n/a
West Virginia,Cervix / Both sexes combined,3.4
West Virginia,Cervix / Female,3.4
West Virginia,Cervix / Male,n/a
West Virginia,Colorectum / Both sexes combined,18.2
West Virginia,Colorectum / Female,15
West Virginia,Colorectum / Male,22.1
West Virginia,Esophagus / Both sexes combined,5.1
West Virginia,Esophagus / Female,1.7
West Virginia,Esophagus / Male,9.1
West Virginia,Hodgkin lymphoma / Both sexes combined,0.4
West Virginia,Hodgkin lymphoma / Female,0.3
West Virginia,Hodgkin lymphoma / Male,0.4
West Virginia,Kidney and renal pelvis / Both sexes combined,4.7
West Virginia,Kidney and renal pelvis / Female,3.2
West Virginia,Kidney and renal pelvis / Male,6.6
West Virginia,Larynx / Both sexes combined,1.6
West Virginia,Larynx / Female,0.7
West Virginia,Larynx / Male,2.5
West Virginia,Leukemia / Both sexes combined,7.7
West Virginia,Leukemia / Female,5.9
West Virginia,Leukemia / Male,10.1
West Virginia,Liver and intrahepatic bile duct / Both sexes combined,5.4
West Virginia,Liver and intrahepatic bile duct / Female,3.3
West Virginia,Liver and intrahepatic bile duct / Male,8
West Virginia,Lung and bronchus / Both sexes combined,60.2
West Virginia,Lung and bronchus / Female,47.2
West Virginia,Lung and bronchus / Male,77.2
West Virginia,Melanoma of the skin / Both sexes combined,3.3
West Virginia,Melanoma of the skin / Female,1.9
West Virginia,Melanoma of the skin / Male,5.1
West Virginia,Myeloma / Both sexes combined,3.5
West Virginia,Myeloma / Female,2.9
West Virginia,Myeloma / Male,4.2
West Virginia,Non-Hodgkin lymphoma / Both sexes combined,6.5
West Virginia,Non-Hodgkin lymphoma / Female,5.3
West Virginia,Non-Hodgkin lymphoma / Male,8.1
West Virginia,Oral cavity and pharynx / Both sexes combined,3
West Virginia,Oral cavity and pharynx / Female,1.3
West Virginia,Oral cavity and pharynx / Male,4.9
West Virginia,Ovary / Both sexes combined,7.6
West Virginia,Ovary / Female,7.6
West Virginia,Ovary / Male,n/a
West Virginia,Pancreas / Both sexes combined,10.3
West Virginia,Pancreas / Female,8.7
West Virginia,Pancreas / Male,12.2
West Virginia,Prostate / Both sexes combined,18.2
West Virginia,Prostate / Female,n/a
West Virginia,Prostate / Male,18.2
West Virginia,Stomach / Both sexes combined,3.1
West Virginia,Stomach / Female,2.2
West Virginia,Stomach / Male,4.2
West Virginia,Testis / Both sexes combined,0.4
West Virginia,Testis / Female,n/a
West Virginia,Testis / Male,0.4
West Virginia,Thyroid / Both sexes combined,0.5
West Virginia,Thyroid / Female,0.5
West Virginia,Thyroid / Male,0.4
West Virginia,Urinary bladder / Both sexes combined,4.8
West Virginia,Urinary bladder / Female,2.7
West Virginia,Urinary bladder / Male,7.9
West Virginia,Uterine corpus / Both sexes combined,4.7
West Virginia,Uterine corpus / Female,4.7
West Virginia,Uterine corpus / Male,n/a
Wisconsin,All cancer types combined / Both sexes combined,168
Wisconsin,All cancer types combined / Female,144
Wisconsin,All cancer types combined / Male,202
Wisconsin,Brain and other nervous system / Both sexes combined,4.9
Wisconsin,Brain and other nervous system / Female,4.2
Wisconsin,Brain and other nervous system / Male,5.8
Wisconsin,Breast / Both sexes combined,20.5 
Wisconsin,Breast / Female,20.5
Wisconsin,Breast / Male,n/a
Wisconsin,Cervix / Both sexes combined,1.5
Wisconsin,Cervix / Female,1.5
Wisconsin,Cervix / Male,n/a
Wisconsin,Colorectum / Both sexes combined,14
Wisconsin,Colorectum / Female,12.1
Wisconsin,Colorectum / Male,16.4
Wisconsin,Esophagus / Both sexes combined,4.8
Wisconsin,Esophagus / Female,1.8
Wisconsin,Esophagus / Male,8.5
Wisconsin,Hodgkin lymphoma / Both sexes combined,0.3
Wisconsin,Hodgkin lymphoma / Female,0.3
Wisconsin,Hodgkin lymphoma / Male,0.4
Wisconsin,Kidney and renal pelvis / Both sexes combined,4.2
Wisconsin,Kidney and renal pelvis / Female,2.6
Wisconsin,Kidney and renal pelvis / Male,6.2
Wisconsin,Larynx / Both sexes combined,0.9
Wisconsin,Larynx / Female,0.3
Wisconsin,Larynx / Male,1.6
Wisconsin,Leukemia / Both sexes combined,7.8
Wisconsin,Leukemia / Female,5.7
Wisconsin,Leukemia / Male,10.6
Wisconsin,Liver and intrahepatic bile duct / Both sexes combined,5.4
Wisconsin,Liver and intrahepatic bile duct / Female,3.4
Wisconsin,Liver and intrahepatic bile duct / Male,7.7
Wisconsin,Lung and bronchus / Both sexes combined,44.2
Wisconsin,Lung and bronchus / Female,37.5
Wisconsin,Lung and bronchus / Male,53.4
Wisconsin,Melanoma of the skin / Both sexes combined,2.6
Wisconsin,Melanoma of the skin / Female,1.6
Wisconsin,Melanoma of the skin / Male,4
Wisconsin,Myeloma / Both sexes combined,3.6
Wisconsin,Myeloma / Female,2.8
Wisconsin,Myeloma / Male,4.6
Wisconsin,Non-Hodgkin lymphoma / Both sexes combined,6.2
Wisconsin,Non-Hodgkin lymphoma / Female,4.9
Wisconsin,Non-Hodgkin lymphoma / Male,8.1
Wisconsin,Oral cavity and pharynx / Both sexes combined,2.4
Wisconsin,Oral cavity and pharynx / Female,1.3
Wisconsin,Oral cavity and pharynx / Male,3.6
Wisconsin,Ovary / Both sexes combined,7.4
Wisconsin,Ovary / Female,7.4
Wisconsin,Ovary / Male,n/a
Wisconsin,Pancreas / Both sexes combined,11.5
Wisconsin,Pancreas / Female,10
Wisconsin,Pancreas / Male,13.2
Wisconsin,Prostate / Both sexes combined,21.8
Wisconsin,Prostate / Female,n/a
Wisconsin,Prostate / Male,21.8
Wisconsin,Stomach / Both sexes combined,2.8
Wisconsin,Stomach / Female,2
Wisconsin,Stomach / Male,3.8
Wisconsin,Testis / Both sexes combined,0.3
Wisconsin,Testis / Female,n/a
Wisconsin,Testis / Male,0.3
Wisconsin,Thyroid / Both sexes combined,0.5
Wisconsin,Thyroid / Female,0.5
Wisconsin,Thyroid / Male,0.5
Wisconsin,Urinary bladder / Both sexes combined,4.6
Wisconsin,Urinary bladder / Female,2.2
Wisconsin,Urinary bladder / Male,8.2
Wisconsin,Uterine corpus / Both sexes combined,4.7
Wisconsin,Uterine corpus / Female,4.7
Wisconsin,Uterine corpus / Male,n/a
Wyoming,All cancer types combined / Both sexes combined,153.5
Wyoming,All cancer types combined / Female,134.9
Wyoming,All cancer types combined / Male,177.9
Wyoming,Brain and other nervous system / Both sexes combined,4.7
Wyoming,Brain and other nervous system / Female,4.1
Wyoming,Brain and other nervous system / Male,5.3
Wyoming,Breast / Both sexes combined,18.9 
Wyoming,Breast / Female,18.9
Wyoming,Breast / Male,n/a
Wyoming,Cervix / Both sexes combined,2.6
Wyoming,Cervix / Female,2.6
Wyoming,Cervix / Male,n/a
Wyoming,Colorectum / Both sexes combined,13.7
Wyoming,Colorectum / Female,10.6
Wyoming,Colorectum / Male,17.1
Wyoming,Esophagus / Both sexes combined,5.1
Wyoming,Esophagus / Female,1.4
Wyoming,Esophagus / Male,9.2
Wyoming,Hodgkin lymphoma / Both sexes combined,.0001
Wyoming,Hodgkin lymphoma / Female,.0001
Wyoming,Hodgkin lymphoma / Male,.0001
Wyoming,Kidney and renal pelvis / Both sexes combined,3.2
Wyoming,Kidney and renal pelvis / Female,2.2
Wyoming,Kidney and renal pelvis / Male,4.2
Wyoming,Larynx / Both sexes combined,0.8
Wyoming,Larynx / Female,.0001
Wyoming,Larynx / Male,1.4
Wyoming,Leukemia / Both sexes combined,8.2
Wyoming,Leukemia / Female,6.6
Wyoming,Leukemia / Male,10.3
Wyoming,Liver and intrahepatic bile duct / Both sexes combined,5.1
Wyoming,Liver and intrahepatic bile duct / Female,3.6
Wyoming,Liver and intrahepatic bile duct / Male,6.7
Wyoming,Lung and bronchus / Both sexes combined,36.7
Wyoming,Lung and bronchus / Female,32.5
Wyoming,Lung and bronchus / Male,41.9
Wyoming,Melanoma of the skin / Both sexes combined,3
Wyoming,Melanoma of the skin / Female,2
Wyoming,Melanoma of the skin / Male,4.3
Wyoming,Myeloma / Both sexes combined,3.2
Wyoming,Myeloma / Female,2.7
Wyoming,Myeloma / Male,4.1
Wyoming,Non-Hodgkin lymphoma / Both sexes combined,5.5
Wyoming,Non-Hodgkin lymphoma / Female,4.6
Wyoming,Non-Hodgkin lymphoma / Male,6.6
Wyoming,Oral cavity and pharynx / Both sexes combined,2.3
Wyoming,Oral cavity and pharynx / Female,1.2
Wyoming,Oral cavity and pharynx / Male,3.6
Wyoming,Ovary / Both sexes combined,8.1
Wyoming,Ovary / Female,8.1
Wyoming,Ovary / Male,n/a
Wyoming,Pancreas / Both sexes combined,9.5
Wyoming,Pancreas / Female,8.4
Wyoming,Pancreas / Male,10.8
Wyoming,Prostate / Both sexes combined,18.5
Wyoming,Prostate / Female,n/a
Wyoming,Prostate / Male,18.5
Wyoming,Stomach / Both sexes combined,2.1
Wyoming,Stomach / Female,1.5
Wyoming,Stomach / Male,2.9
Wyoming,Testis / Both sexes combined,.0001
Wyoming,Testis / Female,n/a
Wyoming,Testis / Male,.0001
Wyoming,Thyroid / Both sexes combined,0.4
Wyoming,Thyroid / Female,.0001
Wyoming,Thyroid / Male,.0001
Wyoming,Urinary bladder / Both sexes combined,4.7
Wyoming,Urinary bladder / Female,2.1
Wyoming,Urinary bladder / Male,8
Wyoming,Uterine corpus / Both sexes combined,3.7
Wyoming,Uterine corpus / Female,3.7
Wyoming,Uterine corpus / Male,n/a
